Timestamp,FX_Base,FY_Base,FZ_Base,MuX_Base,MuY_Base,MuZ_Base,TCP_X,TCP_Y,TCP_Z,TCP_RX,TCP_RY,TCP_RZ
0.0,2.3398987130103146,0.6794099804306302,-5.026212245215451,0.35295700929861473,-0.2767270744248371,-0.004159555635208617,-0.4044998944146678,-0.0895674252675897,0.40757338929039305,1.4906967864003766,-0.9890409083483671,-0.8573905051728284
0.002,1.2441252749458491,0.4756136843956717,-5.601266209117665,0.3625531036057287,-0.3194921546846418,-0.012789146563960761,-0.40447770312790754,-0.08956116445204026,0.4075912953227958,1.49066574808966,-0.988880321517387,-0.8574353292581665
0.004,1.8072400469967076,-0.014316102250303109,-4.946793769944473,0.38786896280361216,-0.3228510535478192,-0.0004730072706620181,-0.40448756087188364,-0.08956026568789323,0.4075315733171573,1.4907033769241915,-0.9889264374112533,-0.857438959334591
0.006,2.649177197405608,0.39713813748074434,-2.8963996874257005,0.3349981346711922,-0.2278170410829482,-0.000802625238822987,-0.4044907128985494,-0.08953366441302095,0.4075317993634394,1.4906370796404538,-0.9889211514197735,-0.8575293592049748
0.008,2.6897130127000834,0.9853529998328558,-1.4085757109480475,0.2943701706043973,-0.20072098293050655,-0.014577928318460047,-0.40445410226613254,-0.08955475739001151,0.40750459820023394,1.4905597461309001,-0.988807716315255,-0.8574616972728161
0.01,2.48247218410013,0.8554705556550799,-2.0824900735483336,0.32314840172120257,-0.21853271005543906,-0.00937019831573371,-0.4044695839023074,-0.08954873386692225,0.40746737184733245,1.4905390127409115,-0.988861711804927,-0.857434611523976
0.012,2.057686318234443,0.7971967463139454,-2.684932275404246,0.33606964059216127,-0.24805640405585505,-0.01883019749839281,-0.40447290023910365,-0.08955039894387282,0.40743963829465757,1.490482237426442,-0.9888587738796532,-0.8574685685491759
0.014,2.2355242402401023,0.6175365401496528,-2.4762467784431306,0.33496984943355135,-0.2576963468411333,-0.02203613288238697,-0.4044797619617411,-0.0895441232758287,0.40741192382725655,1.490564281189018,-0.9889075597707314,-0.8574721030092671
0.016,2.131415474319532,0.8805488408649224,-3.1076721302224914,0.3243734378519087,-0.23423629915422434,-0.011906255427557588,-0.4044670717341119,-0.08954202738162124,0.4073706566893233,1.490578958599882,-0.9889058709592308,-0.8574641572335284
0.018000000000000002,2.435589434759461,0.9359758658451688,-2.745689393268177,0.31882789082102814,-0.24671005523119605,0.004414422749473124,-0.40446005769124643,-0.08952048750595515,0.4073247676195564,1.4905953267893404,-0.9889181767496448,-0.857529317276752
0.020000000000000004,2.720663617724038,0.4579429521669486,-2.923402426246827,0.32576171791849573,-0.23761572382308865,0.00014331693039152174,-0.4044741424181523,-0.089540481292012,0.4072927378091622,1.4906615700102703,-0.988917862542376,-0.8574753221281611
0.022000000000000006,2.56227897205705,0.775372747562455,-3.430863860644205,0.32576372446300006,-0.22822116272594095,0.005102688336921686,-0.40445886688965765,-0.08953806051785987,0.4072310655781665,1.4906997585454855,-0.9889623966569143,-0.8574307027633838
0.024000000000000007,2.348458834396526,0.8918739660113388,-4.131379202132329,0.33644896774129357,-0.2528476997887817,-0.005029328061993819,-0.40444872110945373,-0.08951671662097829,0.4071688263716182,1.4907016269690194,-0.9889757945637488,-0.8574797089451146
0.02600000000000001,2.2793084598271376,0.9901679629203337,-4.006056192628595,0.34457554361572607,-0.2758905390113091,-0.012774448213921923,-0.40446768129659477,-0.08952031916273692,0.4071455186085353,1.4906521793734708,-0.9890187958374211,-0.8574750940092354
0.02800000000000001,2.168622550696746,0.8225271072521202,-4.336675963205807,0.3436129030546524,-0.27840224567714444,-0.023576783663803984,-0.4044690314500708,-0.08952906321102758,0.40710746758693245,1.4907364068762017,-0.9890415738990318,-0.8574588195538876
0.030000000000000013,2.0548500912531824,1.1178163274497008,-4.2482253591599175,0.34679395614213243,-0.2806866334583864,-0.019841486118936047,-0.4044649941029621,-0.08951775237699997,0.407059976919097,1.4907931964536254,-0.9890267238801621,-0.8574832759180117
0.032000000000000015,2.2695390202810666,0.33677114258434926,-4.162688321168055,0.3547117505477188,-0.27186927044743747,-0.020142012314817295,-0.4044575642246798,-0.08952471973983217,0.40698392717473353,1.4907643443703398,-0.9890284949084867,-0.8574449216770171
0.034000000000000016,2.076347759802777,0.6447683323325684,-4.091911104586351,0.34371783294357977,-0.2704816157797572,-0.0053387874443971035,-0.4044636911941812,-0.08952394971156363,0.4069243340880568,1.4908540160715806,-0.9890350484161218,-0.8574623372531708
0.03600000000000002,1.795827921957389,0.7259959869112134,-4.413423270105065,0.36115391372502237,-0.3019844457043436,0.00492892613276057,-0.40446167466993643,-0.08951100452122318,0.4067299629394494,1.4908677519015834,-0.9891081414020114,-0.8574494002484081
0.03800000000000002,1.8925023326605923,0.34233308421648867,-5.220138894817188,0.3615774217780245,-0.3018152500907715,-0.002480574911003397,-0.40445933107204035,-0.08950079447486463,0.40668046866401464,1.4908099901703837,-0.9890846823195242,-0.8575139337635784
0.04000000000000002,1.8552128720623537,0.2652375615702929,-5.281161875918042,0.36895027371632894,-0.31097869992379545,-0.0014262007054041438,-0.40445257240479904,-0.0895125595734246,0.4066185108506611,1.4908591423167545,-0.9890601098452663,-0.8574224378398877
0.04200000000000002,1.9647694748219244,0.04275270781725388,-5.171143559156204,0.3802989628956157,-0.31339461210223113,0.0027250368860584004,-0.40443584347937356,-0.08947683927637912,0.4065407367735437,1.4907213482467483,-0.989027212355253,-0.8574487612573308
