timestamp[s],tcp_force_x[N],tcp_force_y[N],tcp_force_z[N],tcp_force_rx[Nm?],tcp_force_ry[Nm?],tcp_force_rz[Nm?],tcp_pose_x[m],tcp_pose_y[m],tcp_pose_z[m],tcp_pose_rx[rot_vec_x],tcp_pose_ry[rot_vec_y],tcp_pose_rz[rot_vec_z],tcp_velo_x[m/s],tcp_velo_y[m/s],tcp_velo_z[m/s],tcp_velo_rx[rot_vec_x/s],tcp_velo_ry[rot_vec_y/s],tcp_velo_rz[rot_vec_z/s],q1[rad],q2[rad],q3[rad],q4[rad],q5[rad],q6[rad],qd1[rad/s],qd2[rad/s],qd3[rad/s],qd4[rad/s],qd5[rad/s],qd6[rad/s],tool_acc_x,tool_acc_y,tool_acc_z,current_of_whole_robot[A],voltage_of_whole_robot[V],current_J1[A],current_J2[A],current_J3[A],current_J4[A],current_J5[A],current_J6[A],temp_J1[C],temp_J2[C],temp_J3[C],temp_J4[C],temp_J5[C],temp_J6[C]
7.409999e-07,-0.27835292,-0.3825297,0.91204,-0.0017165431,-0.010517861,-0.01635298,-0.38932425,-0.36870936,0.059998013,-3.078709,0.62494844,0.00018081961,0.00060957705,0.0003213767,-0.00050869846,0.0011383725,-0.002292418,6.7178495e-05,0.50502086,-1.3816676,1.9042586,-2.0919392,-1.5708417,2.4800253,-4.4226934e-05,0.0006057313,-8.309823e-07,0.0019516741,0.000117423464,-0.000111686044,0.038307227,0.19153613,-8.7532015,0.70608455,47.707485,-0.17470816,-3.138361,-2.3358073,-0.19572788,0.110977806,0.02243662,28.8125,30.1875,29.3125,32.875,35.375,36.5
0.002019346,-0.4047748,0.03585917,1.00051,-0.007813919,-0.008733753,-0.013946921,-0.3893195,-0.36872098,0.05999092,-3.0787032,0.62494713,0.00017023804,-0.0010217805,-0.0005850108,-0.00086448854,-0.0022408701,0.0037884635,7.390138e-05,0.5050448,-1.3816435,1.9042472,-2.091943,-1.5708417,2.4800491,-4.351419e-05,0.001067425,0.0025168438,-0.007984445,0.000114924376,-0.00011759511,-0.019153614,0.19153613,-8.695741,0.7083204,47.69763,-0.20587495,-3.1517138,-2.2999258,-0.15136673,0.110698745,-0.0029854162,28.8125,30.1875,29.3125,32.875,35.375,36.5
0.004019997,-0.4053976,-0.07171552,0.9469733,-0.011799917,-0.0011223047,-0.02287155,-0.38933283,-0.3687097,0.05997643,-3.078698,0.6249271,0.00018218531,-0.0015719401,-0.00089070323,-0.00137855,-0.0029978892,0.005149947,7.322411e-05,0.50502086,-1.381619,1.9042596,-2.0919797,-1.5708536,2.4800134,-4.2824024e-05,0.0021672633,0.0031288413,-0.011254065,0.000112529386,-0.00011595287,0.05746084,0.22984336,-8.695741,0.73069996,47.698532,-0.17624778,-3.401507,-2.6784635,-0.033891775,0.12807254,0.008330477,28.8125,30.1875,29.3125,32.875,35.375,36.5
0.006019291,-0.26961678,-0.13663004,1.0125691,0.0026420853,-0.009853586,-0.010470001,-0.38933125,-0.3687275,0.05999009,-3.0787137,0.6249301,0.00018238522,-0.0008567487,-0.00049242843,-0.00075325667,-0.0017038372,0.0028319275,7.16987e-05,0.5050448,-1.3816193,1.9042228,-2.091953,-1.5708417,2.4800372,-4.2155425e-05,0.0011532186,0.001761851,-0.0062182685,0.000110232366,-0.000113890754,0.076614454,0.22984336,-8.6574335,0.6769922,47.684196,-0.1637567,-3.365463,-2.5358946,-0.07403956,0.111546844,0.015708612,28.8125,30.1875,29.3125,32.875,35.375,36.5
0.008019292,0.01616235,0.84370434,0.479535,0.03062211,-0.03399173,-0.014741062,-0.38930437,-0.36871696,0.059967514,-3.0786881,0.6249823,0.00012683545,5.2209063e-05,1.3965988e-05,9.414211e-05,-0.00050148164,0.0006829538,6.98372e-05,0.5050448,-1.3816321,1.9042944,-2.0919755,-1.5708297,2.480073,-4.1507396e-05,-0.00072623877,0.0008660338,-0.0009805362,0.00010802707,-0.00011187057,0.05746084,0.22984336,-8.810662,0.73069996,47.689575,-0.20617232,-3.2022724,-2.5540748,-0.10105905,0.106292754,0.012720029,28.8125,30.1875,29.3125,32.875,35.375,36.5
0.010019288,-0.16222572,0.76145077,0.056793597,0.048531644,-0.042776138,-0.013301943,-0.38931802,-0.36868805,0.05996655,-3.0786262,0.6249316,0.00014199737,0.00086309836,0.00047045547,0.00030921382,0.001238666,-0.00244154,5.9532966e-05,0.50502086,-1.38162,1.904271,-2.0919254,-1.5708898,2.4800253,-4.9850074e-05,-0.0009434846,-0.00054757687,0.004226709,0.000105908395,-0.00010991879,0.019153614,0.21068975,-9.059659,0.73069996,47.704796,-0.7403525,-2.7234979,-2.881658,-0.15923788,0.11985433,-0.06675234,28.8125,30.1875,29.3125,32.875,35.375,36.5
0.012019922,-0.06760577,0.010672863,-0.09857581,0.012080093,-0.012076661,-0.011522649,-0.38932475,-0.36871678,0.05997764,-3.0786772,0.6249037,0.000107229964,0.0008645804,0.0005526577,-0.0022916822,0.003282866,-0.006140986,-2.3703958e-06,0.50503284,-1.3815947,1.9042104,-2.0919025,-1.5708417,2.4800134,-0.00018901676,0.004594588,-0.00097043737,0.0033381535,0.00010387113,-0.00018602912,0.076614454,0.076614454,-9.251195,0.83589023,47.723602,-0.93167984,-2.665201,-3.0310888,-0.15389356,0.10224998,-0.13415256,28.8125,30.1875,29.3125,32.875,35.375,36.5
0.014019463,-1.1320328,-0.93663377,-0.20544036,-0.0366151,0.0066744257,-0.023993732,-0.38929254,-0.36867082,0.05992989,-3.0785804,0.6249019,-3.9115435e-05,-0.0034159312,0.004690179,-0.00580103,0.005867048,-0.010828533,-0.0002152352,0.5049931,-1.3815792,1.904293,-2.0918677,-1.5708536,2.4799848,-0.0111602135,0.012624648,-0.002124269,0.0018128845,0.00010191063,-0.01094246,-0.076614454,0.095768064,-9.32781,0.72622824,47.696735,-0.46114683,-3.3696063,-3.1440094,-0.13528585,0.10868542,-0.09947661,28.8125,30.1875,29.3125,32.875,35.375,36.5
0.016019288,-1.4706035,-1.6847348,-0.16626401,-0.05169831,0.032357898,-0.032618716,-0.3893066,-0.3686855,0.05992444,-3.0785775,0.624879,-5.2814412e-05,-0.005295695,0.0042494833,-0.0027965559,0.0027254324,-0.005156839,0.0061039967,0.5050046,-1.3815205,1.9042333,-2.0918553,-1.5708536,2.4799824,-0.012173481,0.008869887,-0.00442977,0.0013883224,0.00010002298,-0.018274566,-0.2681506,0.19153614,-9.442732,0.7463667,47.672558,-0.47678286,-3.1374764,-3.1383944,-0.09230486,0.10883159,-0.023578644,28.8125,30.1875,29.3125,32.875,35.375,36.5
0.018019198,-2.0178947,-1.4159931,-0.3735992,-0.037294373,0.039165206,-0.04216672,-0.38933647,-0.36868268,0.059951577,-3.078635,0.62492687,1.0730716e-05,-0.005974337,0.0033892454,-0.0013215073,0.0012449224,-0.0024983492,0.010797851,0.504957,-1.381557,1.90422,-2.0918791,-1.5708297,2.4799573,-0.0113635035,0.0076978668,-0.006431284,0.001518824,0.00010625998,-0.022157826,-0.49799395,0.19153613,-9.404425,0.71951014,47.689575,-0.6959835,-2.8237696,-3.1781044,-0.10952102,0.1143722,-0.021377016,28.8125,30.1875,29.3125,32.875,35.375,36.5
