Timestamp,FX_Base,FY_Base,FZ_Base,MuX_Base,MuY_Base,MuZ_Base,TCP_X,TCP_Y,TCP_Z,TCP_RX,TCP_RY,TCP_RZ
0.0,0.9451479228215216,-0.39818758554592604,-4.716995691326703,0.17494246973529287,0.15059341610764132,0.055188260026028994,-0.4086914588539724,-0.09150502568847137,0.44722861436623446,1.5501955338732714,-1.0271466659730977,-0.8314522138192868
0.002,0.7665145868383125,-0.1587766975614643,-4.410807642914339,0.17366960499662865,0.1437278693132506,0.05620665348940458,-0.4087096147465743,-0.09150204955633517,0.447216304746284,1.5502421034685645,-1.0271578773225722,-0.8314187049377413
0.004,0.8186643181512387,-0.3178138675569719,-4.959439211957424,0.16580053305194953,0.1573946633618385,0.05198072434313905,-0.40870749443337256,-0.091508611589951,0.4472130524148576,1.5502531662707872,-1.0271668619798153,-0.8314062309252642
0.006,0.4725421082407586,-0.07648099488450963,-4.575778027867512,0.16190854763411527,0.14190320954177787,0.04980299286046598,-0.40871261855923324,-0.09151597410517881,0.4471925325088882,1.5502956388411198,-1.0271609151015682,-0.8313869872458243
0.008,0.01870228060164303,-0.21781800753443145,-4.1569731412496855,0.1754802301565634,0.12817653671658813,0.046968229372828116,-0.40871140363013764,-0.09150672473499798,0.44718302307368,1.5503113926978136,-1.0272129455964576,-0.831413996641344
0.01,0.0613470773871958,-0.6508075402717868,-4.0522977017841715,0.19677223100718594,0.12881298442967654,0.057713130126741674,-0.4087004714304372,-0.09150871267334745,0.44720935429433367,1.5502026202239048,-1.0271645313959263,-0.8314317771377083
0.012,0.6085009170389712,-0.7865446899181039,-4.035442779644493,0.20090021753373496,0.14895078600765385,0.06745856589611257,-0.40869663329200523,-0.091500243202314,0.4472196576943822,1.5501554644002253,-1.0270941803306932,-0.831446490733449
0.014,0.7576047403606286,-0.2559033357172633,-3.0774660934996234,0.1866044846030256,0.1722095476237009,0.06637625244924814,-0.4087010832236082,-0.09149569935106136,0.4472080363010012,1.5501073309840248,-1.0271630488790855,-0.8314952678586565
0.016,0.7417671901507704,0.28196125712368164,-2.5945917742549076,0.14595803524590328,0.19424507388096832,0.05666396978924137,-0.40870535256249996,-0.09150820405233792,0.44717764921757686,1.5501478657143988,-1.0270956400023723,-0.8314869420435792
0.018000000000000002,1.1927334620223675,0.38342732290858633,-2.184680590337493,0.12607568403749067,0.19170301071796753,0.05036361865771775,-0.4086934009077122,-0.09150707294145191,0.44719431574852103,1.5500761175139892,-1.0270585538375268,-0.831439650425143
0.020000000000000004,1.2716844426252132,0.23052252304240217,-2.0916319973645017,0.1281264008719654,0.19188511688350823,0.048423260445467874,-0.4086935348897991,-0.09149362215121232,0.4471516585422022,1.550101698936461,-1.0271172857005377,-0.831473362202322
0.022000000000000006,1.1102876819330296,0.08341786691670519,-1.949268693001987,0.13484126223101553,0.1960951034381181,0.0424103823819482,-0.4087104215461056,-0.09149377158568543,0.4471464300038631,1.550044835062674,-1.0271527137481788,-0.8314638765576926
0.024000000000000007,1.010519450301957,-0.09069608358138123,-2.053742630363177,0.15926877580478888,0.20256985281663006,0.055027554188219516,-0.408695129678518,-0.09147496338934451,0.4471461848628353,1.5500618980789618,-1.0270517954456848,-0.8315504229298761
0.02600000000000001,1.031639343520598,-0.34601284243256575,-2.3514199746396263,0.1649142135514234,0.20146181615977438,0.060538307979740746,-0.4086895401697353,-0.09148664117674174,0.44713766630812957,1.5500196984704,-1.0270543511570365,-0.8315483223725472
0.02800000000000001,0.7546542037361806,-0.05663918076373311,-2.3812754999308825,0.16382674582598591,0.18562578783875006,0.06493270220336003,-0.408688193613702,-0.09150310558155667,0.4470964825188616,1.5500501798552235,-1.0270740505389389,-0.8314634051925386
0.030000000000000013,0.7680798313085857,-0.46752312310958805,-2.2102818620224567,0.16071367407207424,0.17479339741109934,0.04050155953947578,-0.40869746980350574,-0.09151354658027885,0.44709297114283475,1.5500425136502807,-1.0270371818325503,-0.8314566096925979
0.032000000000000015,0.9528561515760539,-0.025040819959927754,-2.835547826307577,0.14596312483904153,0.18416880125773066,0.03878412341265616,-0.40869860284648785,-0.09147506258438703,0.44708182706532174,1.5499601465106978,-1.027111916184615,-0.8315077510061365
0.034000000000000016,1.0088540790193066,-0.1626714711700376,-2.558620979244662,0.15044917744275438,0.18711211289398882,0.045209178880198375,-0.4087067881331939,-0.09149481683226138,0.4470512022471059,1.5499559632803621,-1.0271098344523766,-0.8315092599967815
0.03600000000000002,0.8896014945803199,-0.18886110055023533,-2.3590600280195457,0.15786686380351256,0.1862672909005647,0.05208543541946516,-0.40870053612472307,-0.09150620727739756,0.4469996912172868,1.5500553467333624,-1.0270874830392078,-0.831439275292053
0.03800000000000002,1.0455763040369368,-0.37099763877870195,-2.695354023073136,0.15503871869835156,0.18464875146414694,0.05416010156994548,-0.40870041026671705,-0.09149263027851781,0.4469619386077673,1.550095408518116,-1.027096378544931,-0.8314799399862202
0.04000000000000002,0.9629001484214816,-0.40648952374560676,-2.773802698836599,0.16131985714886132,0.18370453011548413,0.056193944046322934,-0.408699402029032,-0.09147781845127015,0.4469239611185915,1.5501204621640874,-1.0271909998457953,-0.8315068002143605
0.04200000000000002,1.0666536097751236,-0.36562654087006824,-2.8370385726520477,0.15503151880586052,0.18047513213911864,0.04076413068607743,-0.408694961569953,-0.09150099258830047,0.4469089703261593,1.5500646003307184,-1.027104603402608,-0.8314614887392138
