num_insertion,tcp_force_x[N],tcp_force_y[N],tcp_force_z[N],tcp_force_rx[Nm?],tcp_force_ry[Nm?],tcp_force_rz[Nm?],tcp_pose_x[m],tcp_pose_y[m],tcp_pose_z[m],tcp_pose_rx[rot_vec_x],tcp_pose_ry[rot_vec_y],tcp_pose_rz[rot_vec_z],tcp_velo_x[m/s],tcp_velo_y[m/s],tcp_velo_z[m/s],tcp_velo_rx[rot_vec_x/s],tcp_velo_ry[rot_vec_y/s],tcp_velo_rz[rot_vec_z/s],q1[rad],q2[rad],q3[rad],q4[rad],q5[rad],q6[rad],qd1[rad/s],qd2[rad/s],qd3[rad/s],qd4[rad/s],qd5[rad/s],qd6[rad/s],tool_acc_x,tool_acc_y,tool_acc_z,current_of_whole_robot[A],voltage_of_whole_robot[V],current_J1[A],current_J2[A],current_J3[A],current_J4[A],current_J5[A],current_J6[A],temp_J1[C],temp_J2[C],temp_J3[C],temp_J4[C],temp_J5[C],temp_J6[C]
1.0,0.025015939412184884,0.2896748796891971,-1.1103720455964166,0.009594703572843057,-0.051722525956811885,-0.0736175555614977,-0.5388815240239314,-0.32413523899699326,0.25999768892847586,-3.0786762882574608,0.6247459479788222,-5.954546363794481e-06,0.000910143053115806,-0.0008036716533005858,0.0015893568631531784,-0.0019481874397060373,0.00596541467383674,-0.0011377104791546158,0.3260105848312378,-1.152238355284073,1.6628926436053675,-2.0799113712706507,-1.5714057127581995,2.3008971214294434,0.0017264188500121236,-0.0031664660200476646,0.0019458455499261618,-0.005053678527474403,-7.256378012243658e-05,0.0028619004879146814,0.49799394607543945,-0.2106897532939911,-9.002198219299316,0.7665104269981384,47.69673538208008,-0.2880907654762268,-4.301263809204102,-2.423081159591675,-0.40287598967552185,0.0189172625541687,-0.0036253465805202723,25.5625,26.4375,25.5625,28.625,30.0,30.5625
1.0,0.3094153137386527,0.2797685484175704,-1.5328211219220853,0.028545774306782616,-0.056912917454118805,-0.07903065909287103,-0.5388592086027054,-0.324142931866203,0.260002201752372,-3.078679996266532,0.6246688285188943,-3.717830878084224e-05,3.0281493447941775e-05,-0.0007919316958261882,0.001969577430644772,-0.0019626358856417534,0.005996917111043067,0.0002621701479152282,0.32601043581962585,-1.1522379380515595,1.6628792921649378,-2.0798517666258753,-1.571345631276266,2.3009207248687744,0.0012469665380194783,-0.0020312517881393433,-0.0008629492367617786,-0.0034150145947933197,-7.141232345020398e-05,0.0009831259958446026,0.13407529890537262,0.019153613597154617,-9.193734169006348,0.7418897151947021,47.693153381347656,-0.2760689854621887,-4.353377342224121,-2.269839286804199,-0.40183472633361816,0.042277224361896515,-0.014257239177823067,25.5625,26.4375,25.5625,28.625,30.0,30.5625
1.0,-1.4658254953132372,-1.3304883803244785,-1.5917718468447524,-0.015987588627820275,-0.0230304656002025,-0.061255709389506106,-0.5388546578826175,-0.3241285287214545,0.25999654304359193,-3.078614045221692,0.624693805490073,-4.9057524400240775e-05,8.386607602625761e-05,-0.0006786161086893646,0.0016094682663301133,-0.00142798564089133,0.004421957419609103,0.0005385584646130638,0.32599833607673645,-1.152249888782837,1.662903134022848,-2.079826971093649,-1.5713933149920862,2.3009326457977295,0.0011004003463312984,-0.0016863007331267,-0.0008139524725265801,-0.0021457637194544077,-7.029670086922124e-05,0.0005607426282949746,-0.07661445438861847,0.19153612852096558,-9.21288776397705,0.7553206086158752,47.68867492675781,-0.23582321405410767,-4.428691864013672,-2.253697633743286,-0.41919273138046265,0.03274707868695259,0.005421200301498175,25.5625,26.4375,25.5625,28.625,30.0,30.5625
1.0,-2.7895871864897224,-2.188872669848289,-1.2459340099743323,-0.09415449537903456,0.04793380003020252,-0.06692055423520293,-0.5388418955109076,-0.32415002024284195,0.2600147979329615,-3.078656446328717,0.6246448674193058,-3.75380076341342e-05,0.00040550646600802967,-0.00047784908252786846,0.0008515624530013213,-0.00041899904601643364,0.0014753387653242973,0.0005409616728798113,0.326034277677536,-1.1522737306407471,1.6628921667682093,-2.0798145733275355,-1.571369473134176,2.3009326457977295,0.0009607655229046941,-0.0013307005865499377,-4.100489604752511e-05,-0.00015975891437847167,-7.603366975672543e-05,0.0004196451627649367,-0.24899697303771973,0.325611412525177,-9.289502143859863,0.8045620322227478,47.67524337768555,-0.2698880434036255,-3.949230670928955,-2.115389823913574,-0.48618197441101074,0.03409223258495331,0.012807546183466911,25.5625,26.4375,25.5625,28.625,30.0,30.5625
1.0,-3.217820334640582,-2.927360487870713,-1.306264096593058,-0.13307961527590761,0.11539859892622643,-0.07380109069483631,-0.5388504380372203,-0.3241335519579305,0.2600055478244268,-3.0786095727282827,0.6246542148946644,-4.331357701494607e-05,0.001628322296560795,3.292574414220465e-05,-0.0015554106688326764,0.0013162046188456172,-0.0036062779655283905,0.00047731989176940363,0.3260102868080139,-1.1522616308978577,1.6628935972796839,-2.0798026523985804,-1.5714057127581995,2.3009204864501953,0.0008161133155226707,-0.0008345911628566682,0.004683270119130611,-1.043111569742905e-05,-8.134169183904305e-05,0.00033925939351320267,-0.325611412525177,0.3064578175544739,-9.404424667358398,0.7016075849533081,47.67703628540039,-0.2717425227165222,-4.00233268737793,-2.111456871032715,-0.5255434513092041,0.03812985122203827,0.010174495168030262,25.5625,26.4375,25.5625,28.625,30.0,30.5625
1.0,-3.678174724382602,-3.182319396749026,-1.053983177970309,-0.12616600303781142,0.11795159855221711,-0.07497231143624133,-0.538852994655435,-0.32415123662155143,0.2600048710130691,-3.078623189611319,0.6246377990670408,-5.497036643938373e-05,0.002447899043880769,0.0003815431704618691,-0.0031622721960309534,0.0025556900613259615,-0.007249650141459987,0.0004247081530162429,0.32603418827056885,-1.152237431412079,1.662858788167135,-2.0797907314696253,-1.5713933149920862,2.3009324073791504,0.0007088736165314913,-0.0004940340295433998,0.0077462149783968925,0.0004344931512605399,-8.05497111286968e-05,0.0002851718454621732,-0.3447650372982025,0.325611412525177,-9.346963882446289,0.7060845494270325,47.694053649902344,-0.2448747158050537,-3.929934024810791,-2.503891944885254,-0.572393536567688,0.029461871832609177,0.0005220614839345217,25.5625,26.4375,25.5625,28.625,30.0,30.5625
1.0,-2.7840085041099973,-1.8662897965308123,-0.940075827803473,-0.08888516988026982,0.07956335940878023,-0.06787656217061086,-0.5388327322332189,-0.32415338889837014,0.2600025064313297,-3.0786559155894992,0.6246252706082039,-1.2313202384033639e-05,0.001050806598738535,-4.053113559665217e-05,-0.002284451826024385,0.00015506281341793538,-0.00021747696498205726,0.0003789223535696781,0.3260461986064911,-1.152272955780365,1.6629303137408655,-2.079865118066305,-1.5713813940631312,2.3009324073791504,0.0006265580304898322,0.0008090659976005554,0.005385105032473803,-0.005938147660344839,-7.939300121506676e-05,0.000246043928200379,-0.325611412525177,0.2298433631658554,-9.059659004211426,0.7665104269981384,47.6734504699707,-0.23753410577774048,-3.9902968406677246,-2.3194658756256104,-0.557062566280365,0.03277997300028801,0.019687635824084282,25.5625,26.4375,25.5625,28.625,30.0,30.5625
1.0,-1.0962385702758417,-0.21758333056138235,-1.1043976093543282,-0.02122314239205791,0.03034241312219453,-0.08066941843893555,-0.5388388402338584,-0.3241539233117903,0.26001759635068333,-3.078733682616077,0.6246023796922104,-5.132178311341338e-06,-6.88770785272853e-05,-0.00043380785545428253,-0.0008010232889756817,-0.002358879774301666,0.007126519473106788,0.000423017051313904,0.32603418827056885,-1.1522849959186097,1.6629160086261194,-2.079878946343893,-1.5713217894183558,2.300896167755127,0.0006435025134123862,0.0008498636307194829,0.003249411005526781,-0.011605635285377502,-6.856019899714738e-05,0.00021638695034198463,-0.28730422258377075,0.2106897532939911,-9.059659004211426,0.8381313681602478,47.71017074584961,-0.28829532861709595,-3.8948657512664795,-2.0866856575012207,-0.5228931903839111,0.036154866218566895,0.018115662038326263,25.5625,26.4375,25.5625,28.625,30.0,30.5625
1.0,-0.5714851967557717,0.5767333789965023,-1.2702279733241455,0.014520040469772871,-0.015721842233815442,-0.07192305519693247,-0.5388583833427627,-0.3241424966829281,0.26000539279014523,-3.078714093658828,0.6246559309862036,4.586470994649547e-05,-0.0004938039840770691,-0.0005461617653549249,-6.407817911374816e-05,-0.0034597526838767664,0.010347450775040682,0.00039477737893729064,0.32601019740104675,-1.1522490841201325,1.6629045645343226,-2.0799271068968714,-1.571345631276266,2.300908088684082,0.0005930819897912443,0.000583436107262969,0.0024880338460206985,-0.013981703668832779,-6.44916872261092e-05,0.00019312306540086865,-0.26815059781074524,0.19153612852096558,-9.059659004211426,0.7821771502494812,47.76659393310547,-0.25497275590896606,-3.7809228897094727,-1.9885090589523315,-0.5002806186676025,0.0339009165763855,0.02974649704992771,25.5625,26.4375,25.5625,28.625,30.0,30.5625
1.0,-0.888464493792331,0.3191348153686148,-1.031623759524077,0.0054175999074782535,-0.024862064456641117,-0.07172406320579716,-0.5388614041952539,-0.32414999185652943,0.25999688107990615,-3.07869986050669,0.6246729358341147,5.440019924675561e-05,-0.0002705673823213736,-0.0004372114689051144,-0.0006226963642897708,-0.0031705318845867544,0.00949283987361924,0.0003625875840483506,0.32602208852767944,-1.152225063448288,1.6628931204425257,-2.0799390278258265,-1.571357552205221,2.3009324073791504,0.000542163266800344,0.0007875118171796203,0.0035508752334862947,-0.01434639934450388,-6.338178354781121e-05,0.00017438460781704634,-0.1149216815829277,0.0,-8.96389102935791,0.7038487195968628,47.66718673706055,-0.2710544466972351,-3.742392063140869,-1.9677850008010864,-0.5020851492881775,0.022554587572813034,0.012994136661291122,25.5625,26.4375,25.5625,28.625,30.0,30.5625
