best_epoch,epochs_ran,fraction,phase,rep,run_seed,select_metric,subsample_seed,test_acc,test_bal_acc,test_best_threshold,test_f1,test_fn,test_fp,test_loss,test_precision,test_recall,test_samples,test_selection_metric,test_specificity,test_tn,test_tp,train_samples,train_time_hms,train_time_s,val_acc,val_bal_acc,val_best_threshold,val_f1,val_fn,val_fp,val_loss,val_precision,val_recall,val_samples,val_score,val_selection_metric,val_specificity,val_tn,val_tp
12,17,1.0,iid_learning_curve,0,1042,bal_acc,1049,1.0,0.999999999979968,0.8999999761581421,0.9999999994791668,0,0,0.02323623687028885,0.9999999999791668,0.9999999999791668,100,balanced_accuracy,0.9999999999807693,52,48,700,0:00:20,20.075770139694214,1.0,0.9999999999761904,0.6000000238418579,0.9999999994857143,0,0,0.016356020718812942,0.9999999999857142,0.9999999999857142,100,0.9999999999761904,balanced_accuracy,0.9999999999666667,30,70
